model_name,split
N_S_WW_WM_485,train
N_S_WW_WM_486,test
N_S_WW_WM_487,train
N_S_WW_WM_488,train
N_S_WW_WM_489,train
N_S_WW_WM_491,train
N_S_WW_WM_492,train
N_S_WW_WM_493,train
N_S_WW_WM_494,test
N_S_WW_WM_495,train
N_S_WW_WM_496,train
N_S_WW_WM_497,train
N_S_WW_WM_498,train
N_S_WW_WM_499,train
N_S_WW_WM_500,train
N_S_WW_WM_501,train
N_S_WW_WM_502,train
N_S_WW_WM_503,train
N_S_WW_WM_504,train
N_S_WW_WM_505,train
N_S_WW_WM_506,train
N_S_WW_WM_507,train
N_S_WW_WM_508,train
N_S_WW_WM_509,val
N_S_WW_WM_510,train
N_S_WW_WM_511,train
N_S_WW_WM_512,train
N_S_WW_WM_513,train
N_S_WW_WM_514,train
N_S_WW_WM_515,train
N_S_WW_WM_516,train
N_S_WW_WM_518,val
N_S_WW_WM_519,test
N_S_WW_WM_520,train
N_S_WW_WM_521,train
N_S_WW_WM_522,train
N_S_WW_WM_523,test
N_S_WW_WM_524,train
N_S_WW_WM_525,train
N_S_WW_WM_526,train
N_S_WW_WM_527,train
N_S_WW_WM_528,train
N_S_WW_WM_529,train
N_S_WW_WM_530,train
N_S_WW_WM_531,train
N_S_WW_WM_532,train
N_S_WW_WM_533,train
N_S_WW_WM_534,train
N_S_WW_WM_535,train
N_S_WW_WM_536,train
N_S_WW_WM_537,train
N_S_WW_WM_538,test
N_S_WW_WM_539,val
N_S_WW_WM_540,train
N_S_WW_WM_541,train
N_S_WW_WM_542,train
N_S_WW_WM_543,train
N_S_WW_WM_544,train
N_S_WW_WM_545,train
N_S_WW_WM_550,train
N_S_WW_WM_551,val
N_S_WW_WM_553,val
N_S_WW_WM_554,train
N_S_WW_WM_555,test
N_S_WW_WM_556,train
N_S_WW_WM_557,train
N_S_WW_WM_558,train
N_S_WW_WM_559,train
N_S_WW_WM_560,train
N_S_WW_WM_561,test
N_S_WW_WM_562,train
N_S_WW_WM_563,val
N_S_WW_WM_564,train
N_S_WW_WM_565,test
N_S_WW_WM_566,train
N_S_WW_WM_567,train
N_S_WW_WM_568,train
N_S_WW_WM_569,train
N_S_WW_WM_571,train
N_S_WW_WM_572,train
N_S_WW_WM_573,val
N_S_WW_WM_574,train
N_S_WW_WM_575,val
N_S_WW_WM_576,val
N_S_WW_WM_577,train
N_S_WW_WM_578,train
N_S_WW_WM_579,train
N_S_WW_WM_580,train
N_S_WW_WM_581,train
N_S_WW_WM_582,train
N_S_WW_WM_583,train
N_S_WW_WM_585,train
N_S_WW_WM_586,train
N_S_WW_WM_587,test
N_S_WW_WM_588,train
N_S_WW_WM_589,train
N_S_WW_WM_590,train
N_S_WW_WM_591,train
N_S_WW_WM_592,test
N_S_WW_WM_593,train
N_S_WW_WM_594,train
N_S_WW_WM_595,train
N_S_WW_WM_596,val
N_S_WW_WM_597,val
N_S_WW_WM_598,train
N_S_WW_WM_599,train
N_S_WW_WM_600,train
N_S_WW_WM_601,train
N_S_WW_WM_602,train
N_S_WW_WM_603,train
N_S_WW_WM_604,test
N_S_WW_WM_605,train
N_S_WW_WM_606,test
N_S_WW_WM_608,val
N_S_WW_WM_609,train
N_S_WW_WM_610,val
N_S_WW_WM_611,train
N_S_WW_WM_612,test
N_S_WW_WM_613,train
N_S_WW_WM_614,train
N_S_WW_WM_615,train
N_S_WW_WM_616,train
N_S_WW_WM_617,train
N_S_WW_WM_618,val
N_S_WW_WM_619,train
N_S_WW_WM_620,train
N_S_WW_WM_621,train
N_S_WW_WM_622,train
N_S_WW_WM_623,train
N_S_WW_WM_624,train
N_S_WW_WM_625,train
N_S_WW_WM_626,train
N_S_WW_WM_627,train
N_S_WW_WM_628,test
N_S_WW_WM_629,train
N_S_WW_WM_630,train
N_S_WW_WM_631,train
N_S_WW_WM_632,train
N_S_WW_WM_633,val
N_S_WW_WM_634,train
N_S_WW_WM_635,train
N_S_WW_WM_636,val
N_S_WW_WM_637,train
N_S_WW_WM_638,val
N_S_WW_WM_639,train
N_S_WW_WM_640,train
N_S_WW_WM_641,train
N_S_WW_WM_642,train
N_S_WW_WM_643,test
N_S_WW_WM_644,train
N_S_WW_WM_645,train
N_S_WW_WM_646,train
N_S_WW_WM_647,train
N_S_WW_WM_648,train
N_S_WW_WM_649,train
N_S_WW_WM_650,train
N_S_WW_WM_651,train
N_S_WW_WM_652,train
N_S_WW_WM_653,train
N_S_WW_WM_654,train
N_S_WW_WM_655,train
N_S_WW_WM_656,train
N_S_WW_WM_657,test
N_S_WW_WM_658,train
N_S_WW_WM_659,train
N_S_WW_WM_660,train
N_S_WW_WM_661,train
N_S_WW_WM_662,test
N_S_WW_WM_663,train
N_S_WW_WM_664,train
N_S_WW_WM_665,train
N_S_WW_WM_667,train
N_S_WW_WM_668,train
N_S_WW_WM_669,train
N_S_WW_WM_670,train
N_S_WW_WM_671,train
N_S_WW_WM_672,train
N_S_WW_WM_673,train
N_S_WW_WM_674,train
N_S_WW_WM_675,train
N_S_WW_WM_676,train
N_S_WW_WM_677,val
N_S_WW_WM_678,train
N_S_WW_WM_679,train
N_S_WW_WM_680,test
N_S_WW_WM_681,train
N_S_WW_WM_682,train
N_S_WW_WM_683,train
